# Phi_st Means
	67	79	40	47	2	12	13	18	30	20	28	19	4	21	17	51	7	56	57	27	49	77	39	1	6	72	23	36	62	45	16	46	61	68	29	14	42	3	31	15	9	11	64	69	35	8	5	74	41	MWI067	MWI075	MWI007	MWI016	MWI025	MWI033	MWI041	MWI049	MWI058	MWI068	MWI076	26	MWI008	MWI017	MWI026	MWI034	MWI042	MWI050	MWI059	MWI069	MWI077	MWI009	MWI018	MWI027	MWI035	MWI043	MWI051	MWI060	MWI070	MWI078	MWI010	MWI019	MWI028	MWI036	MWI044	MWI052	MWI061	MWI071	MWI079	MWI001	MWI011	MWI020	MWI029	MWI045	MWI053	MWI062	MWI072	MWI080	MWI003	MWI014	MWI022	MWI030	MWI038	MWI046	MWI054	MWI063	MWI073	UTSC	MWI004	MWI015	MWI023	MWI031	MWI039	MWI047	MWI055	MWI066	MWI074	MWI005	MWI024	MWI032	MWI040	MWI048	MWI056
MWI007																																																					0.222477	0.228856	0.220207	0.17402	0.205882	0.173913	0.24557	0.194836	0.19202	0.2	0.186603	0.171642	0.185759	0.177994	0.215339	0.223464	0.20045	0.188525	0.167213	0.17849	0.134831	0.167173	0.212025	0.158537	0.174757	0.169533	0.155963	0.232558	0.214634	0.214477	0.194712	0.175772	0.210526	0.125265	0.18797	0.185273	0.235465	0.188917	0.204969	0.171084	0.134367	0.165493	0.152074	0.167453	0.23662	0.194103	0.143552	0.190202	0.216958	0.190955	0.160998	0.158451	0.201456	0.203125	0.188776	0.183007	0.159383	0.183575	0.209913	0.202381	0.219512	0.210366	0.175676	0.211429	0.18593	0.157635	0.216146	0.181159	0.170051	0.179487
MWI016																																																						0.252404	0.238579	0.211401	0.198225	0.237557	0.261845	0.239631	0.193467	0.204762	0.240964	0.176617	0.233618	0.191617	0.21148	0.263441	0.232019	0.221333	0.215152	0.206667	0.146067	0.204969	0.247761	0.221264	0.223005	0.205674	0.223913	0.232143	0.221393	0.230563	0.212264	0.223982	0.204663	0.147436	0.22276	0.232941	0.247159	0.243437	0.2125	0.22381	0.154613	0.175084	0.194131	0.229358	0.26393	0.203931	0.178049	0.258242	0.235714	0.229829	0.190909	0.190164	0.242697	0.225	0.235	0.195513	0.217054	0.229358	0.230769	0.230588	0.226829	0.240356	0.180921	0.239011	0.206468	0.194175	0.215385	0.20197	0.225352	0.199396
MWI025																																																							0.270341	0.203655	0.19375	0.211905	0.230137	0.219388	0.196809	0.212821	0.206186	0.189974	0.220588	0.190323	0.230263	0.235119	0.229268	0.207182	0.192926	0.186158	0.122549	0.216049	0.24127	0.258721	0.214286	0.206718	0.182266	0.22871	0.207182	0.207602	0.18799	0.211196	0.2	0.146341	0.219638	0.22449	0.238095	0.239583	0.213333	0.212435	0.135638	0.143396	0.183721	0.226277	0.260606	0.214646	0.192982	0.236527	0.207547	0.219895	0.185819	0.188153	0.208738	0.226277	0.204852	0.167273	0.245333	0.221675	0.230061	0.229219	0.255754	0.277108	0.174061	0.219745	0.227027	0.185751	0.188202	0.180851	0.205729	0.19244
MWI033																																																								0.185864	0.17284	0.212714	0.276596	0.242424	0.183673	0.222222	0.220844	0.183288	0.190769	0.190323	0.232484	0.25	0.224138	0.213889	0.172078	0.15942	0.140049	0.201954	0.264331	0.193443	0.194805	0.180412	0.198565	0.248826	0.219251	0.22865	0.226506	0.207143	0.216066	0.136771	0.23038	0.200508	0.254386	0.217277	0.196774	0.208995	0.144772	0.166113	0.167488	0.195	0.25	0.230964	0.203008	0.215569	0.218182	0.227154	0.206019	0.162362	0.218137	0.218225	0.217877	0.168317	0.219839	0.2	0.204204	0.217507	0.208763	0.254658	0.169014	0.21148	0.219577	0.202597	0.248042	0.187179	0.193299	0.18241
MWI041																																																									0.153846	0.146699	0.210106	0.206731	0.180929	0.156716	0.188406	0.150246	0.199367	0.144828	0.169279	0.236994	0.180952	0.194842	0.161616	0.158621	0.104762	0.214286	0.248408	0.212575	0.15534	0.169048	0.136891	0.19222	0.195767	0.195335	0.156479	0.171838	0.171662	0.113537	0.143216	0.17757	0.17737	0.192118	0.169381	0.167526	0.109974	0.127273	0.143192	0.1959	0.239193	0.154412	0.143885	0.202381	0.188119	0.210784	0.165094	0.157895	0.1875	0.184834	0.172414	0.147482	0.174935	0.178404	0.204819	0.185819	0.200969	0.222222	0.148148	0.192661	0.158163	0.178744	0.174263	0.151282	0.154217	0.140411
MWI049																																																										0.160714	0.160883	0.185185	0.193939	0.196825	0.171779	0.176292	0.199357	0.135762	0.165625	0.208469	0.157407	0.189873	0.133562	0.151261	0.127479	0.158416	0.206557	0.171141	0.153605	0.174455	0.164384	0.206897	0.17284	0.191223	0.18429	0.165698	0.160772	0.103448	0.187135	0.187683	0.190476	0.19375	0.16443	0.15528	0.120743	0.113879	0.157303	0.178042	0.228669	0.155844	0.181556	0.224026	0.202857	0.182635	0.146814	0.146953	0.182635	0.18314	0.171875	0.136519	0.160991	0.183735	0.196825	0.182965	0.183801	0.209836	0.137184	0.21118	0.201807	0.169697	0.208589	0.173529	0.15674	0.149826
MWI058																																																											0.213568	0.194175	0.19656	0.173913	0.231121	0.194245	0.178363	0.154799	0.198813	0.255155	0.195402	0.187335	0.191489	0.189655	0.128571	0.197605	0.202454	0.191977	0.213615	0.174757	0.146226	0.194954	0.215347	0.204986	0.207675	0.197279	0.203562	0.126338	0.198044	0.21256	0.207101	0.181598	0.166667	0.173028	0.11509	0.117021	0.175926	0.18894	0.234957	0.209195	0.171838	0.212121	0.19759	0.210784	0.170787	0.173333	0.15942	0.206573	0.200521	0.171687	0.191816	0.187952	0.201754	0.194175	0.21709	0.191824	0.147766	0.196078	0.172589	0.198614	0.183673	0.162907	0.181818	0.148734
MWI068																																																												0.245658	0.188525	0.218667	0.215026	0.19171	0.231003	0.186335	0.194969	0.258856	0.228205	0.242165	0.200647	0.21256	0.15534	0.213873	0.256579	0.226006	0.186352	0.184211	0.196078	0.19697	0.226158	0.25641	0.21671	0.216625	0.200557	0.141176	0.229008	0.218593	0.214067	0.24359	0.222222	0.201102	0.148936	0.137457	0.190821	0.22549	0.267267	0.219638	0.172237	0.233038	0.235751	0.23057	0.189781	0.189189	0.241294	0.213759	0.231405	0.167235	0.217742	0.222506	0.218845	0.225974	0.257143	0.214058	0.176056	0.20743	0.220745	0.190231	0.255937	0.185984	0.21066	0.188742
MWI076																																																													0.173697	0.226277	0.217184	0.169271	0.195335	0.193353	0.218462	0.252101	0.206019	0.209184	0.198777	0.190476	0.15262	0.212389	0.247649	0.227011	0.197183	0.213615	0.16317	0.228235	0.25062	0.210938	0.21327	0.192941	0.207895	0.138004	0.234043	0.210648	0.210227	0.192893	0.173502	0.197007	0.137405	0.170068	0.172811	0.208817	0.254286	0.185464	0.210402	0.20442	0.198068	0.22439	0.167411	0.184211	0.201456	0.197279	0.192982	0.171521	0.206549	0.17506	0.204611	0.21729	0.22439	0.235119	0.192308	0.202381	0.187661	0.188544	0.205195	0.19797	0.179361	0.170347
26																																																														0.175879	0.196078	0.157895	0.174699	0.182109	0.195266	0.22905	0.2	0.203343	0.182099	0.17931	0.144578	0.184615	0.209677	0.160121	0.166667	0.168766	0.170115	0.188095	0.175066	0.195531	0.183824	0.175309	0.209549	0.120879	0.202899	0.212411	0.180982	0.173684	0.162577	0.195929	0.111702	0.114815	0.157895	0.192941	0.233846	0.205882	0.163317	0.19242	0.19708	0.2075	0.184149	0.173611	0.17284	0.207547	0.165289	0.181818	0.176166	0.224638	0.21791	0.189258	0.212435	0.227848	0.17029	0.175953	0.184896	0.178117	0.191214	0.165333	0.178147	0.172524
MWI008																																																															0.216783	0.160105	0.242331	0.207921	0.184466	0.215569	0.195181	0.193989	0.180685	0.174888	0.154378	0.204893	0.217105	0.216463	0.181592	0.179747	0.169412	0.233032	0.204604	0.229412	0.17402	0.19708	0.198391	0.126819	0.19403	0.186893	0.219298	0.205882	0.187919	0.173913	0.124352	0.157706	0.175234	0.195238	0.261905	0.19603	0.183575	0.195965	0.214106	0.227941	0.168161	0.169065	0.179104	0.167883	0.216931	0.162252	0.160428	0.209246	0.218659	0.202934	0.230583	0.211221	0.194444	0.211838	0.211679	0.189189	0.210243	0.170918	0.178392	0.221429
MWI017																																																																0.15212	0.218487	0.180921	0.218289	0.206215	0.222222	0.21164	0.184848	0.143498	0.155502	0.21021	0.254717	0.230539	0.179747	0.180929	0.176201	0.227679	0.208443	0.215847	0.200935	0.162621	0.197917	0.140426	0.186732	0.217799	0.215517	0.208738	0.193846	0.194514	0.114362	0.142349	0.162736	0.206089	0.244776	0.204762	0.209195	0.221591	0.200489	0.221675	0.170022	0.173759	0.199519	0.189696	0.213368	0.165584	0.2125	0.200483	0.218023	0.19802	0.209877	0.239394	0.179054	0.232092	0.173804	0.201493	0.2	0.193705	0.179803	0.175719
MWI026																																																																	0.152381	0.179245	0.188498	0.184211	0.165468	0.153409	0.196774	0.129545	0.109489	0.180124	0.209877	0.177711	0.180879	0.160714	0.149644	0.198091	0.185185	0.202128	0.14578	0.147208	0.168067	0.0990991	0.172775	0.153846	0.186747	0.17602	0.18612	0.162234	0.103175	0.161512	0.158019	0.167488	0.222222	0.16962	0.139594	0.167647	0.183673	0.217617	0.135831	0.142857	0.151515	0.155612	0.1875	0.163399	0.165354	0.19403	0.198225	0.158854	0.2	0.204893	0.180851	0.164706	0.13941	0.162162	0.188525	0.16129	0.146699	0.141379
MWI034																																																																		0.190789	0.227848	0.230519	0.229692	0.214511	0.196078	0.208672	0.144476	0.186667	0.213287	0.190476	0.208824	0.213592	0.172911	0.253482	0.196375	0.234727	0.178363	0.220238	0.213836	0.096	0.2	0.186544	0.226837	0.208723	0.202703	0.192547	0.144144	0.175627	0.188366	0.216374	0.266892	0.193252	0.18323	0.189831	0.222561	0.187135	0.188525	0.165441	0.181548	0.210227	0.220497	0.192857	0.2	0.226361	0.22956	0.216718	0.238938	0.247492	0.191729	0.207668	0.162939	0.206799	0.232143	0.203704	0.198225	0.174377
MWI042																																																																			0.166667	0.20678	0.189349	0.179153	0.167235	0.179104	0.0982143	0.144295	0.208191	0.197952	0.14658	0.156667	0.192771	0.195122	0.187097	0.218462	0.17378	0.167203	0.178218	0.0966851	0.193651	0.169184	0.195122	0.216561	0.174377	0.207792	0.112121	0.120567	0.138235	0.195195	0.229927	0.164516	0.164134	0.211726	0.185535	0.215385	0.174312	0.158273	0.160256	0.165625	0.185185	0.144928	0.184713	0.175719	0.180887	0.182692	0.200658	0.199324	0.149091	0.167785	0.183051	0.155763	0.205607	0.156352	0.159021	0.143911
MWI050																																																																				0.196013	0.181548	0.18038	0.168874	0.170799	0.132743	0.227425	0.213793	0.197324	0.192073	0.195846	0.17378	0.19764	0.232919	0.195584	0.186944	0.219653	0.22623	0.1	0.206897	0.186544	0.203947	0.188498	0.192568	0.195584	0.14939	0.115108	0.179104	0.233803	0.255892	0.181538	0.210375	0.214511	0.219814	0.2	0.155172	0.202658	0.18323	0.178886	0.182724	0.160959	0.191083	0.18845	0.195513	0.204473	0.213622	0.204082	0.162544	0.195584	0.183544	0.202417	0.183801	0.169811	0.175	0.136842
MWI059																																																																					0.250674	0.195122	0.201413	0.196382	0.148649	0.224026	0.250883	0.266254	0.219653	0.232955	0.204787	0.262599	0.214925	0.223565	0.202247	0.218487	0.24924	0.144279	0.237822	0.255882	0.254839	0.26	0.234323	0.246418	0.175487	0.202166	0.201044	0.216802	0.270903	0.228571	0.211268	0.234727	0.211864	0.219718	0.202156	0.2	0.259669	0.23219	0.228986	0.161404	0.248571	0.244444	0.239203	0.227011	0.239067	0.239726	0.204861	0.238854	0.24	0.196721	0.263158	0.208219	0.22093	0.18638
MWI069																																																																						0.195312	0.214067	0.188034	0.144124	0.180723	0.222571	0.201681	0.20398	0.194245	0.187225	0.207965	0.1875	0.223377	0.161593	0.177458	0.202046	0.120087	0.190024	0.208333	0.205797	0.211302	0.21194	0.178571	0.151365	0.122867	0.188073	0.2	0.254144	0.185185	0.183908	0.216292	0.209524	0.220297	0.172867	0.159468	0.208431	0.199095	0.2267	0.15	0.162095	0.193925	0.230337	0.2	0.199074	0.230548	0.167808	0.193182	0.190476	0.188862	0.2125	0.184019	0.175644	0.168224
MWI077																																																																							0.188925	0.198492	0.140921	0.204268	0.242623	0.196721	0.210383	0.203297	0.146277	0.2021	0.184358	0.226586	0.185393	0.188525	0.17765	0.129187	0.224324	0.159892	0.200617	0.197802	0.194268	0.211796	0.128492	0.16443	0.163158	0.23038	0.2875	0.163934	0.176471	0.209581	0.208672	0.202186	0.149457	0.177083	0.183844	0.203655	0.206704	0.176667	0.178771	0.179558	0.231884	0.19407	0.211111	0.22623	0.178322	0.178248	0.168975	0.182278	0.196078	0.195122	0.181333	0.186275
MWI009																																																																								0.15	0.113433	0.171053	0.192857	0.159864	0.165049	0.149351	0.185185	0.206395	0.196141	0.198738	0.175159	0.175549	0.178082	0.123967	0.171521	0.172524	0.219081	0.172757	0.197917	0.188119	0.11215	0.132576	0.168142	0.177843	0.254355	0.176282	0.214067	0.216949	0.180952	0.18612	0.166189	0.157706	0.186495	0.202417	0.20625	0.134276	0.159322	0.166667	0.176271	0.2	0.220447	0.214765	0.147482	0.151515	0.179739	0.220859	0.190323	0.149007	0.163987	0.155405
MWI018																																																																									0.128035	0.163435	0.21902	0.176152	0.159817	0.171765	0.140389	0.202174	0.192575	0.213198	0.147982	0.173246	0.177616	0.126482	0.156909	0.166292	0.179144	0.177305	0.1875	0.175399	0.13253	0.131661	0.131991	0.153846	0.235616	0.174888	0.151448	0.194149	0.157767	0.186916	0.149254	0.174051	0.166297	0.18239	0.162907	0.143293	0.181395	0.154023	0.2	0.177986	0.169683	0.220994	0.149351	0.193634	0.168646	0.15103	0.20331	0.144828	0.162584	0.14956
MWI027																																																																										0.116618	0.138973	0.143275	0.140187	0.095	0.105618	0.152125	0.134177	0.131367	0.135392	0.134091	0.135897	0.0859031	0.13835	0.131579	0.142091	0.144578	0.108571	0.0975	0.0987342	0.0865052	0.122222	0.153318	0.140401	0.12766	0.128329	0.13079	0.141827	0.130542	0.109375	0.0879479	0.130952	0.145455	0.124051	0.0917722	0.128079	0.133028	0.0957746	0.13986	0.146988	0.150442	0.0938511	0.102857	0.135593	0.131265	0.158809	0.126521	0.124717	0.095092
MWI035																																																																											0.205479	0.194805	0.2	0.165584	0.170868	0.190058	0.171521	0.184375	0.181548	0.175926	0.204473	0.106383	0.181269	0.187311	0.228477	0.195652	0.16609	0.180645	0.128358	0.125448	0.16129	0.181818	0.203509	0.163934	0.196375	0.178571	0.171875	0.177515	0.154494	0.15942	0.189189	0.184211	0.179012	0.156028	0.196667	0.204023	0.202532	0.206349	0.218182	0.217993	0.157509	0.189711	0.188679	0.176292	0.186544	0.176471	0.146789	0.18
MWI043																																																																												0.238095	0.204334	0.209003	0.221893	0.248485	0.228477	0.221088	0.213592	0.217666	0.223368	0.134986	0.191919	0.209726	0.232877	0.249158	0.200704	0.223301	0.13125	0.152174	0.204819	0.245614	0.291513	0.200627	0.20679	0.172161	0.207951	0.212025	0.220896	0.217857	0.206557	0.234421	0.204698	0.189964	0.212838	0.220497	0.265574	0.228758	0.265244	0.218638	0.15444	0.240418	0.205788	0.207237	0.24359	0.225309	0.197531	0.17029
MWI051																																																																													0.180982	0.176829	0.16954	0.215909	0.232198	0.211039	0.19209	0.186589	0.192926	0.143236	0.239521	0.178042	0.245098	0.198083	0.209059	0.213855	0.123529	0.126812	0.165289	0.20977	0.242958	0.183801	0.170279	0.201923	0.21791	0.185294	0.208914	0.159851	0.20303	0.188034	0.192073	0.184028	0.20712	0.2	0.208469	0.235821	0.233038	0.226148	0.144928	0.208469	0.219136	0.169184	0.200617	0.189602	0.169643	0.14841
MWI060																																																																														0.177083	0.176471	0.234483	0.2175	0.221925	0.169951	0.178998	0.212202	0.140426	0.191646	0.204433	0.22063	0.190601	0.169329	0.178218	0.123711	0.139286	0.157647	0.190361	0.248503	0.174757	0.176755	0.186246	0.213235	0.2	0.134752	0.14433	0.171498	0.191142	0.224274	0.162162	0.203085	0.171569	0.193452	0.198473	0.186567	0.251479	0.134276	0.202417	0.202469	0.181395	0.219577	0.158809	0.177986	0.166124
MWI070																																																																															0.155963	0.223776	0.208877	0.19888	0.180095	0.166259	0.202667	0.109677	0.180203	0.179104	0.197015	0.167513	0.18123	0.152882	0.13369	0.091954	0.180974	0.160976	0.241486	0.17284	0.156863	0.177515	0.211443	0.195876	0.154018	0.174545	0.170316	0.180523	0.182796	0.17	0.18617	0.187805	0.226586	0.207317	0.203008	0.22327	0.141304	0.192073	0.1925	0.166667	0.2375	0.166667	0.173077	0.164384
MWI078																																																																																0.174312	0.186603	0.168	0.169014	0.167038	0.171795	0.120833	0.181818	0.178174	0.206044	0.165865	0.157407	0.154217	0.0953545	0.123746	0.159091	0.173719	0.229462	0.147887	0.181609	0.172911	0.151807	0.177885	0.151242	0.185185	0.167048	0.175589	0.185819	0.134615	0.15641	0.171875	0.190217	0.186321	0.214447	0.197015	0.161074	0.209169	0.157635	0.160671	0.181122	0.149644	0.150943	0.128931
MWI010																																																																																	0.221429	0.196676	0.206977	0.21573	0.233831	0.138776	0.234483	0.20852	0.229462	0.218978	0.197531	0.210654	0.140351	0.148649	0.192744	0.219955	0.267806	0.228774	0.211236	0.227027	0.204938	0.229665	0.181416	0.172078	0.212963	0.222222	0.213033	0.192192	0.224586	0.198614	0.259563	0.223256	0.254545	0.234043	0.181818	0.196532	0.201422	0.207944	0.230964	0.190931	0.205069	0.191083
MWI019																																																																																		0.223837	0.167526	0.163212	0.194767	0.103774	0.203655	0.209719	0.232628	0.23192	0.190476	0.22372	0.140992	0.145985	0.193627	0.215539	0.248485	0.214646	0.185567	0.215976	0.204188	0.19726	0.179612	0.140845	0.212121	0.230958	0.233933	0.149826	0.203252	0.23	0.216216	0.207595	0.233333	0.2375	0.190476	0.2	0.203166	0.176	0.203297	0.203655	0.203046	0.207006
MWI028																																																																																			0.189415	0.208333	0.20649	0.149877	0.194203	0.189189	0.261682	0.213873	0.185567	0.211111	0.120643	0.110294	0.213368	0.209239	0.275862	0.198251	0.202632	0.221875	0.182081	0.215084	0.181818	0.18638	0.247956	0.256997	0.22191	0.176471	0.242075	0.238095	0.223602	0.212121	0.244505	0.22623	0.202797	0.188312	0.1875	0.19726	0.218837	0.206897	0.194915	0.167832
MWI036																																																																																				0.160671	0.190349	0.115468	0.163728	0.176904	0.192201	0.182278	0.183486	0.199507	0.129288	0.136691	0.153846	0.185446	0.230088	0.14578	0.184652	0.18209	0.209184	0.218447	0.13164	0.143939	0.162963	0.186788	0.223058	0.132203	0.205063	0.181373	0.194366	0.191847	0.177616	0.207668	0.148649	0.196629	0.1775	0.193237	0.225974	0.165468	0.165394	0.176656
MWI044																																																																																					0.213568	0.108932	0.191748	0.192941	0.208459	0.195545	0.193939	0.191283	0.140351	0.125	0.166287	0.180974	0.257225	0.179856	0.180139	0.200557	0.185	0.19603	0.154734	0.160714	0.171913	0.192308	0.203125	0.154882	0.194937	0.165138	0.204204	0.193705	0.193853	0.236527	0.163194	0.204082	0.200969	0.161369	0.214464	0.189526	0.160757	0.190476
MWI052																																																																																						0.141531	0.22865	0.219251	0.223242	0.187668	0.194719	0.189415	0.113314	0.162264	0.172589	0.216749	0.272727	0.203804	0.173228	0.218935	0.240209	0.213904	0.183623	0.18638	0.195767	0.222785	0.214854	0.151515	0.214876	0.224691	0.207006	0.22739	0.24147	0.234177	0.17037	0.202572	0.217877	0.209845	0.193277	0.183288	0.220513	0.192053
MWI061																																																																																							0.127473	0.139004	0.149215	0.134066	0.10929	0.103837	0.0943396	0.0809061	0.12	0.145877	0.14248	0.127706	0.109131	0.128713	0.136465	0.138085	0.112971	0.113772	0.114967	0.144351	0.114286	0.0842697	0.126984	0.118534	0.134518	0.139434	0.144397	0.128415	0.085044	0.122762	0.120729	0.114537	0.140187	0.11435	0.108168	0.119114
MWI071																																																																																								0.184915	0.182099	0.192405	0.194888	0.172152	0.128686	0.14527	0.189498	0.197183	0.222561	0.173494	0.181818	0.212291	0.199482	0.235	0.173034	0.194539	0.181598	0.196682	0.216495	0.146179	0.215385	0.184539	0.204204	0.204878	0.224691	0.21118	0.16955	0.205279	0.182796	0.178571	0.198347	0.1725	0.171149	0.169935
MWI079																																																																																									0.226361	0.191176	0.159375	0.173804	0.145503	0.150171	0.180974	0.205479	0.207831	0.19656	0.206161	0.210526	0.223587	0.196517	0.176072	0.140351	0.185273	0.213303	0.208443	0.153355	0.216958	0.192488	0.20339	0.207229	0.228571	0.187097	0.159322	0.186186	0.191067	0.195062	0.19685	0.176329	0.20241	0.140523
MWI001																																																																																										0.239394	0.206406	0.224784	0.122093	0.185185	0.189041	0.202778	0.283276	0.212308	0.22063	0.230769	0.206587	0.233038	0.2	0.235294	0.201705	0.21021	0.214953	0.181481	0.21988	0.207101	0.249211	0.20743	0.225714	0.255973	0.179775	0.227564	0.218563	0.215116	0.233129	0.189759	0.2	0.219858
MWI011																																																																																											0.19544	0.186224	0.126984	0.149635	0.159806	0.189448	0.24924	0.191542	0.192982	0.187117	0.21197	0.245524	0.197674	0.191336	0.172414	0.222222	0.240933	0.187291	0.195	0.202439	0.244957	0.185185	0.232446	0.230769	0.183391	0.2	0.190601	0.189526	0.202667	0.201044	0.195545	0.203947
MWI020																																																																																												0.167722	0.117647	0.143369	0.174556	0.166667	0.259649	0.180124	0.171875	0.211221	0.199367	0.1875	0.181556	0.171756	0.18125	0.172619	0.194969	0.188406	0.177049	0.186747	0.201342	0.193548	0.232919	0.226619	0.173745	0.168831	0.149007	0.167192	0.213376	0.161812	0.166172	0.127273
MWI029																																																																																													0.138817	0.128571	0.157407	0.191542	0.242331	0.200483	0.17207	0.20977	0.209068	0.199488	0.174825	0.199301	0.164894	0.202353	0.19337	0.137124	0.172973	0.171717	0.168712	0.208437	0.231144	0.195205	0.164384	0.216617	0.190601	0.159705	0.202632	0.159574	0.160401	0.186851
MWI045																																																																																														0.0915254	0.112565	0.156098	0.140244	0.131234	0.101333	0.144543	0.155263	0.144304	0.11335	0.0993377	0.123324	0.141753	0.139785	0.108911	0.136729	0.126263	0.165746	0.15544	0.158974	0.143731	0.0887372	0.109145	0.126984	0.137755	0.137741	0.111717	0.10992	0.105096
MWI053																																																																																															0.140523	0.187097	0.205426	0.135036	0.16263	0.160584	0.176471	0.136842	0.119355	0.131086	0.120567	0.140411	0.122378	0.0973783	0.171004	0.181507	0.153846	0.176056	0.20979	0.185874	0.107807	0.154412	0.169611	0.154122	0.185053	0.141264	0.120996	0.114068
MWI062																																																																																																0.183721	0.231844	0.156398	0.171694	0.20436	0.19715	0.173171	0.159041	0.15655	0.16	0.178733	0.149215	0.154574	0.184019	0.174312	0.181564	0.167849	0.213793	0.198847	0.127036	0.210674	0.166667	0.150943	0.165	0.16317	0.148936	0.147799
MWI072																																																																																																	0.231454	0.179669	0.17233	0.176136	0.198044	0.204762	0.191209	0.168831	0.216783	0.201357	0.217073	0.170279	0.214634	0.189125	0.209809	0.180049	0.201439	0.207317	0.161905	0.207865	0.194103	0.179907	0.217073	0.170792	0.178241	0.192429
MWI080																																																																																																		0.238938	0.229412	0.287582	0.240356	0.250784	0.239247	0.217742	0.221893	0.257453	0.25	0.218868	0.274096	0.252226	0.259386	0.24024	0.274096	0.285714	0.209486	0.268608	0.219941	0.221264	0.275758	0.228228	0.230548	0.238095
MWI003																																																																																																			0.173171	0.195122	0.206235	0.208443	0.14977	0.168459	0.199041	0.188995	0.18509	0.148789	0.19571	0.176322	0.21365	0.201493	0.214634	0.181518	0.120438	0.19764	0.191601	0.209026	0.192612	0.205379	0.173684	0.168385
MWI014																																																																																																				0.177465	0.202934	0.200489	0.140553	0.173913	0.165	0.207207	0.152589	0.164516	0.199495	0.18648	0.171687	0.189189	0.197561	0.204969	0.157377	0.19883	0.175309	0.191748	0.190104	0.153846	0.171149	0.144781
MWI022																																																																																																					0.197708	0.2	0.182561	0.156934	0.188953	0.236413	0.232759	0.184397	0.20679	0.205056	0.247024	0.188953	0.254848	0.232558	0.184397	0.202658	0.216763	0.189415	0.212644	0.184971	0.158683	0.170068
MWI030																																																																																																						0.202564	0.15942	0.181185	0.178841	0.216667	0.196629	0.183333	0.21372	0.199513	0.195195	0.186869	0.235577	0.22293	0.189542	0.21021	0.191099	0.189526	0.228346	0.166667	0.203431	0.187702
MWI038																																																																																																							0.180328	0.171233	0.205882	0.21831	0.203252	0.170347	0.204244	0.207792	0.222222	0.198454	0.225641	0.213622	0.155405	0.170213	0.204188	0.147368	0.263708	0.217073	0.203608	0.134228
MWI046																																																																																																								0.134868	0.168246	0.199566	0.164179	0.133956	0.17217	0.155056	0.168067	0.177528	0.193182	0.195266	0.145695	0.186486	0.162095	0.179138	0.169576	0.137019	0.149321	0.142433
MWI054																																																																																																									0.142857	0.166667	0.180212	0.142322	0.169811	0.176259	0.201413	0.179487	0.191638	0.17803	0.147601	0.154982	0.171533	0.148649	0.207018	0.143357	0.158076	0.149254
MWI063																																																																																																										0.164678	0.184615	0.156667	0.201474	0.168293	0.210983	0.181122	0.230594	0.220859	0.155797	0.204748	0.203474	0.198091	0.228571	0.175904	0.193705	0.160959
MWI073																																																																																																											0.195929	0.184713	0.22871	0.183962	0.196581	0.199052	0.237981	0.241379	0.182119	0.233333	0.201439	0.205128	0.2225	0.192488	0.18267	0.194357
UTSC																																																																																																												0.151007	0.209239	0.180412	0.203647	0.197832	0.222785	0.230519	0.17193	0.189759	0.195592	0.169271	0.23545	0.178082	0.177083	0.14966
MWI004																																																																																																													0.171821	0.184713	0.153285	0.186047	0.179739	0.182143	0.137184	0.171329	0.15035	0.137584	0.172638	0.141414	0.162338	0.149466
MWI015																																																																																																														0.198992	0.227811	0.193634	0.243781	0.170732	0.147482	0.225806	0.175824	0.209596	0.193634	0.191099	0.164456	0.179054
MWI023																																																																																																															0.224719	0.214458	0.214953	0.244648	0.147482	0.226891	0.191646	0.149626	0.232984	0.175904	0.187348	0.167213
MWI031																																																																																																																0.224189	0.210526	0.217993	0.178182	0.247619	0.196375	0.197143	0.218182	0.17378	0.18018	0.175627
MWI039																																																																																																																	0.208955	0.239482	0.177305	0.207317	0.159794	0.160891	0.229008	0.209524	0.179612	0.172638
MWI047																																																																																																																		0.268293	0.211073	0.249249	0.218182	0.201474	0.223684	0.199017	0.184652	0.211538
MWI055																																																																																																																			0.190476	0.192568	0.180328	0.191693	0.250804	0.226708	0.186709	0.187279
MWI066																																																																																																																				0.174658	0.209059	0.17	0.154639	0.177474	0.146758	0.151852
MWI074																																																																																																																					0.192661	0.195335	0.245614	0.189911	0.183183	0.190476
MWI005																																																																																																																						0.182741	0.202703	0.178392	0.164021	0.15
MWI024																																																																																																																							0.216495	0.186869	0.181598	0.133333
MWI032																																																																																																																								0.178862	0.209302	0.172078
MWI040																																																																																																																									0.142506	0.149007
MWI048																																																																																																																										0.14094

# Dxy Means
