# Phi_st Means
	67	79	40	47	2	12	13	18	30	20	28	19	4	21	17	51	7	56	57	27	49	77	39	1	6	72	23	36	62	45	16	46	61	68	29	14	42	3	31	15	9	11	64	69	35	8	5	74	41	MWI067	MWI075	MWI007	MWI016	MWI025	MWI033	MWI041	MWI049	MWI058	MWI068	MWI076	26	MWI008	MWI017	MWI026	MWI034	MWI042	MWI050	MWI059	MWI069	MWI077	MWI009	MWI018	MWI027	MWI035	MWI043	MWI051	MWI060	MWI070	MWI078	MWI010	MWI019	MWI028	MWI036	MWI044	MWI052	MWI061	MWI071	MWI079	MWI001	MWI011	MWI020	MWI029	MWI045	MWI053	MWI062	MWI072	MWI080	MWI003	MWI014	MWI022	MWI030	MWI038	MWI046	MWI054	MWI063	MWI073	UTSC	MWI004	MWI015	MWI023	MWI031	MWI039	MWI047	MWI055	MWI066	MWI074	MWI005	MWI024	MWI032	MWI040	MWI048	MWI056
MWI077																																																																							0.0358306	0.0577889	-0.0514905	0.0945122	0.118033	0.0459016	0.103825	0.0824176	0.0345745	0.104987	0.0698324	0.111782	0.0308989	0.068306	0.0830946	-0.0239234	0.108108	0.0542005	0.0987654	0.107143	0.089172	0.0965147	-0.0530726	0.0201342	0.0394737	0.116456	0.175	0.0546448	0.0748663	0.0718563	0.0921409	0.0874317	0.0163043	0.0694444	0.0584958	0.0887728	0.0893855	0.05	0.0558659	0.038674	0.118841	0.0916442	0.111111	0.0983607	0.0314685	0.0936556	0.0609418	0.0860759	0.0728291	0.0596206	0.0746667	0.0261438
MWI009																																																																								0.0305556	-0.104478	0.0427632	0.0571429	0.0136054	0.0226537	0.0324675	0.0308642	0.122093	0.0482315	0.100946	0.0127389	0.0564263	0.0308219	-0.077135	0.0420712	0.00319489	0.0530035	0.0631229	0.0451389	0.0132013	-0.0934579	-0.113636	0.00884956	0.0641399	0.125436	0.0448718	0.0733945	0.0237288	0.0444444	0.0378549	0.0515759	-0.00716846	0.0482315	0.0483384	0.08125	-0.0282686	0	0.0130719	0.0372881	0.084375	0.0926518	0.0838926	-0.0215827	0.023569	0.0359477	0.0582822	0.0580645	-0.00662252	0.00643087	0.0168919
MWI018																																																																									-0.0596026	0.0415512	0.0979827	0.0433604	0.0159817	0.0282353	0.00431965	0.0826087	0.102088	0.0812183	0.0201794	0.0657895	0.0754258	-0.0355731	0.0163934	0.0359551	0.0695187	0.0520095	0.0738636	0.0501139	-0.0313253	-0.00940439	-0.00894855	0.0475113	0.126027	0.0470852	0.0423163	0.0611702	0.0364078	0.0607477	0.0319829	0.0189873	0.0509978	0.0775681	0.0451128	0.00609756	0.0744186	0.0206897	0.0739726	0.0234192	0.0746606	0.0773481	-0.0227273	0.0875332	0.0546318	0.0320366	0.0921986	0.0252874	0.0579065	0.0175953
MWI027																																																																										-0.0641399	-0.0332326	-0.0643275	-0.0046729	-0.095	-0.0516854	0.0357942	-0.043038	-0.0241287	-0.0475059	-0.00909091	-0.0205128	-0.151982	-0.038835	-0.0358852	0.00536193	0.00963855	-0.0285714	-0.07	-0.15443	-0.179931	-0.0333333	-0.00686499	0.00286533	-0.0165485	-0.0799031	-0.027248	-0.0144231	-0.0295567	-0.0558036	-0.123779	-0.0261905	-0.00909091	-0.0405063	-0.126582	-0.0221675	-0.0206422	-0.0591549	-0.016317	-0.0120482	-0.0147493	-0.126214	-0.0457143	-0.00726392	-0.0548926	0.0248139	-0.0632603	-0.00226757	-0.101227
MWI035																																																																											0.0924658	0.0551948	0.059375	0.0422078	0.070028	0.102339	0.0420712	0.1125	0.0565476	0.0709877	0.0894569	-0.0585106	0.0694864	0.0513595	0.135762	0.10559	0.0622837	0.0354839	-0.0567164	-0.0107527	0.0205279	0.0762463	0.126316	0.0229508	0.0543807	0.0584416	0.0625	0.056213	0.0449438	0.0434783	0.0570571	0.0672515	0.0617284	0.0106383	0.0366667	0.106322	0.0822785	0.0825397	0.127273	0.0795848	-0.00732601	0.0932476	0.0471698	0.0455927	0.0795107	0.0196078	0.0366972	0.0733333
MWI043																																																																												0.0816327	0.126935	0.118971	0.091716	0.163636	0.129139	0.102041	0.0776699	0.116719	0.103093	-0.0247934	0.0673401	0.115502	0.143836	0.114478	0.112676	0.116505	-0.03125	0.0326087	0.0783133	0.137427	0.166052	0.134796	0.108025	0.029304	0.11315	0.123418	0.101493	0.114286	0.101639	0.154303	0.090604	0.0716846	0.101351	0.118012	0.167213	0.120915	0.176829	0.0967742	0.003861	0.132404	0.135048	0.0756579	0.160256	0.117284	0.0895062	0.0543478
MWI051																																																																													0.0582822	0.0487805	0.0201149	0.113636	0.0959752	0.0844156	0.0960452	0.102041	0.073955	-0.0477454	0.101796	0.041543	0.133987	0.0638978	0.101045	0.0873494	-0.0382353	-0.0217391	0.0495868	0.0718391	0.119718	0.0716511	0.0340557	0.0641026	0.0716418	0.0794118	0.0696379	-0.00371747	0.0515152	0.0797721	0.0945122	0.0416667	0.0873786	0.0865672	0.0977199	0.113433	0.117994	0.0600707	-0.0181159	0.0781759	0.0709877	0.0483384	0.0864198	0.0550459	0.047619	0.0141343
MWI060																																																																														0.0338542	0.0497738	0.133333	0.115	0.139037	0.046798	0.0692124	0.116711	-0.0191489	0.0737101	0.0640394	0.120344	0.0861619	0.0670927	0.0742574	-0.0128866	-0.0107143	0.0329412	0.0698795	0.137725	0.092233	0.0556901	0.0859599	0.117647	0.117073	0.0449173	0.0309278	0.0531401	0.100233	0.0923483	0.0202703	0.0874036	0.0710784	0.0833333	0.0890585	0.0845771	0.139053	-0.0212014	0.0876133	0.106173	0.0883721	0.10582	0.0471464	0.0913349	0.0488599
MWI070																																																																															0.0573394	0.132867	0.0913838	0.103641	0.0734597	0.0586797	0.096	-0.0236559	0.071066	0.0572139	0.113433	0.0837563	0.0420712	0.0601504	-0.0187166	-0.0689655	0.0533643	0.0609756	0.130031	0.0641975	0.0441176	0.0710059	0.0945274	0.0902062	0.0580357	0.0218182	0.0778589	0.0783848	0.0672043	0.0633333	0.0638298	0.0585366	0.0936556	0.095122	0.0977444	0.103774	0.00362319	0.0884146	0.1	0.0661765	0.145	0.0333333	0.0697115	0.0239726
MWI078																																																																																0.0665138	0.0909091	0.064	0.0117371	0.064588	0.0384615	-0.0583333	0.0659091	0.0534521	0.0659341	0.0576923	0.0308642	0.0240964	-0.0513447	-0.0367893	0.0227273	0.064588	0.124646	0.0492958	0.0482759	0.0144092	0.0240964	0.0769231	-0.00225734	-0.00673401	0.0389016	0.0792291	0.0684597	-0.00641026	0.0205128	0.0736607	0.0951087	0.0448113	0.0970655	0.0835821	-0.0033557	0.0802292	0.0246305	0.0383693	0.0535714	0.0356295	0.0259434	0.00628931
MWI010																																																																																	0.157143	0.127424	0.0976744	0.12809	0.139303	0.0265306	0.135632	0.118834	0.141643	0.121655	0.101852	0.108959	0.0175439	0.0168919	0.0839002	0.142857	0.185185	0.113208	0.121348	0.145946	0.0962963	0.141148	0.0707965	0.0714286	0.104167	0.154684	0.125313	0.108108	0.148936	0.106236	0.161202	0.137209	0.170455	0.133739	0.0811688	0.109827	0.132701	0.11215	0.13198	0.0835322	0.115207	0.0700637
MWI019																																																																																		0.107558	0.0747423	0.0829016	0.0872093	-0.0542453	0.117493	0.11509	0.108761	0.15212	0.0952381	0.097035	0.00522193	-0.0437956	0.0661765	0.112782	0.169697	0.136364	0.0850515	0.0887574	0.091623	0.0849315	0.0849515	0.0422535	0.106061	0.125307	0.151671	0.00348432	0.0894309	0.1225	0.114114	0.124051	0.135897	0.128125	0.0612245	0.102941	0.113456	0.064	0.118132	0.0913838	0.106599	0.0828025
MWI028																																																																																			0.097493	0.1	0.138643	0.002457	0.101449	0.108108	0.165109	0.121387	0.0756014	0.119444	0.0134048	-0.0257353	0.100257	0.11413	0.178683	0.0845481	0.118421	0.096875	0.101156	0.100559	0.0727273	0.0573477	0.133515	0.160305	0.132022	0.0484429	0.118156	0.156085	0.13354	0.129477	0.164835	0.118033	0.0664336	0.11039	0.0833333	0.0986301	0.141274	0.122016	0.0734463	0.041958
MWI036																																																																																				0.0383693	0.0697051	-0.0566449	0.0377834	0.041769	0.097493	0.0860759	0.0519878	0.0738916	-0.0712401	-0.0755396	0.0452489	0.0751174	0.135693	0.0102302	0.0527578	0.0328358	0.0612245	0.114078	0.0369515	-0.0454545	0.0493827	0.0751708	0.110276	-0.0305085	0.0962025	0.0441176	0.107042	0.0839329	0.0729927	0.0543131	0	0.109551	0.0625	0.0797101	0.0831169	0.059952	0.0127226	0.0315457
MWI044																																																																																					0.115578	-0.037037	0.0898058	0.0823529	0.0966767	0.10396	0.0666667	0.0750605	0.0200501	-0.00347222	0.0501139	0.0719258	0.179191	0.0863309	0.0785219	0.097493	0.0775	0.0868486	0.0369515	0.05	0.0653753	0.081448	0.078125	0.020202	0.103797	0.0802752	0.12012	0.101695	0.0992908	0.164671	0.0243056	0.122449	0.11138	0.0513447	0.122195	0.0598504	0.070922	0.0507937
MWI052																																																																																						-0.00928074	0.110193	0.0882353	0.107034	0.117962	0.0957096	0.0584958	-0.0453258	-0.0188679	0.0558376	0.108374	0.190909	0.0815217	0.0603675	0.127219	0.122715	0.114973	0.0620347	0.0645161	0.0767196	0.0911392	0.140584	0.00378788	0.0991736	0.133333	0.0764331	0.136951	0.131234	0.155063	0.0296296	0.096463	0.0893855	0.0880829	0.0952381	0.0727763	0.1	0.0662252
MWI061																																																																																							-0.0417582	-0.0103734	-0.0078534	0.0153846	-0.0245902	-0.0586907	-0.122642	-0.168285	-0.0505263	-0.00422833	0.0158311	-0.025974	-0.064588	-0.0272277	-0.0223714	-0.00668151	-0.0523013	-0.0778443	-0.0477223	-0.00627615	-0.0357143	-0.0926966	-0.0226757	-0.0258621	-0.00253807	-0.0217865	0.00215517	-0.0163934	-0.0997067	-0.00255754	-0.0410023	-0.0374449	-0.00934579	-0.0605381	-0.0397351	-0.0554017
MWI071																																																																																								0.0608273	0.0925926	0.0987342	0.0766773	0.0582278	-0.0241287	0.0168919	0.0821918	0.100939	0.128049	0.0771084	0.0663391	0.122905	0.0647668	0.1125	0.047191	0.0409556	0.0702179	0.0971564	0.110825	0.00996678	0.102564	0.0698254	0.0990991	0.1	0.0987654	0.0993789	0.0380623	0.120235	0.0591398	0.0433673	0.0964187	0.0575	0.0855746	0.0457516
MWI079																																																																																									0.111748	0.0955882	0.05625	0.0528967	-0.026455	-0.0238908	0.0510441	0.116438	0.0963855	0.0614251	0.063981	0.0969529	0.0737101	0.0995025	0.0632054	-0.0140351	0.0783848	0.100917	0.0791557	-0.00319489	0.109726	0.0915493	0.0932203	0.0963855	0.128571	0.0483871	0.0237288	0.0570571	0.0719603	0.0518519	0.0787402	0.0748792	0.0843373	-0.00653595
MWI001																																																																																										0.115152	0.088968	0.126801	-0.00581395	0.0481481	0.090411	0.116667	0.180887	0.0861538	0.106017	0.112179	0.10479	0.0855457	0.102703	0.106618	0.110795	0.0780781	0.0996885	0.0703704	0.10241	0.0769231	0.138801	0.114551	0.14	0.153584	0.0411985	0.147436	0.107784	0.0784884	0.128834	0.0692771	0.0985507	0.102837
MWI011																																																																																											0.104235	0.0892857	0.0185185	-0.0109489	0.0774818	0.107914	0.155015	0.119403	0.0877193	0.0705521	0.114713	0.150895	0.106977	0.0685921	0.0960591	0.143519	0.134715	0.0769231	0.1275	0.114634	0.14121	0.103704	0.133172	0.137821	0.0726644	0.109091	0.10705	0.0673317	0.117333	0.0835509	0.123762	0.0888158
MWI020																																																																																												0.0632911	-0.0382353	0.0179211	0.0325444	0.0684524	0.150877	0.0745342	0.05	0.0858086	0.0696203	0.0296053	0.0489914	0.0229008	0.090625	0.0744048	0.0786164	0.057971	0.095082	0.0933735	0.114094	0.106452	0.13354	0.0935252	0.003861	0.0974026	0.0264901	0.0504732	0.0923567	0.0355987	0.0830861	0.0145455
MWI029																																																																																													0.00514139	-0.0392857	0.0439815	0.0895522	0.138037	0.101449	0.0523691	0.0948276	0.0906801	0.104859	0.039627	0.0664336	0.0212766	0.0917647	0.0718232	0.0501672	0.0513514	0.0479798	0.0797546	0.101737	0.131387	0.0410959	0.0582192	0.103858	0.0835509	0.04914	0.107895	0.0212766	0.0626566	0.0276817
MWI045																																																																																														-0.125424	-0.0942408	0.00487805	0.0152439	-0.0367454	-0.0746667	-0.0353982	-0.0263158	0.0126582	-0.0730479	-0.0662252	-0.0509383	-0.0360825	-0.0241935	-0.0990099	-0.0134048	-0.0277778	0.0276243	-0.00259067	0.0282051	-0.030581	-0.133106	-0.0265487	-0.026455	-0.00765306	-0.0110193	-0.0653951	-0.0643432	-0.066879
MWI053																																																																																															-0.0294118	0.0354839	0.0775194	-0.0218978	-0.017301	-0.0218978	-0.0103806	-0.0140351	-0.016129	-0.0524345	-0.0141844	-0.010274	-0.027972	-0.0674157	-0.0260223	0.0376712	0.00732601	0.0492958	0.0384615	0.00371747	-0.0669145	0.00367647	0.0106007	-0.046595	-0.00355872	-0.0557621	-0.0355872	-0.0380228
MWI062																																																																																																0.0395349	0.114525	0.0236967	0.0440835	0.0626703	0.0617577	0.095122	0.0413943	0.0319489	0.04	0.0520362	0.0157068	0	0.0532688	0.0711009	0.0446927	0.0472813	0.0988506	0.074928	-0.0260586	0.0674157	0.0531401	0.00943396	0.07	0.030303	0.0165485	-0.00628931
MWI072																																																																																																	0.124629	0.0827423	0.0533981	0.0568182	0.0757946	0.109524	0.0747253	0.0681818	0.111888	0.10181	0.134146	0.0371517	0.104878	0.0756501	0.119891	0.0827251	0.103118	0.0853659	0.0444444	0.101124	0.0933661	0.0724299	0.12439	0.0445545	0.0787037	0.0283912
MWI080																																																																																																		0.144543	0.114706	0.189542	0.136499	0.137931	0.158602	0.108871	0.130178	0.184282	0.15	0.0981132	0.177711	0.139466	0.146758	0.153153	0.162651	0.175	0.102767	0.187702	0.143695	0.140805	0.2	0.111111	0.138329	0.128205
MWI003																																																																																																			0.0634146	0.0762195	0.115108	0.0897098	0.0368664	0.0358423	0.0767386	0.076555	0.105398	0	0.077748	0.0554156	0.118694	0.0845771	0.109756	0.0693069	-0.00364964	0.103245	0.0524934	0.0831354	0.113456	0.0806846	0.0210526	0.0137457
MWI014																																																																																																				0.0760563	0.0635697	0.0977995	0.0207373	0.0468227	0.0375	0.11036	0.0354223	0.0193548	0.0909091	0.0885781	0.063253	0.0565111	0.0926829	0.0776398	0.0295082	0.0789474	0.0765432	0.0485437	0.0729167	0.0297767	0.0415648	0
MWI022																																																																																																					0.0945559	0.0782609	0.0572207	0.0145985	0.0813953	0.105978	0.117816	0.0212766	0.0679012	0.101124	0.145833	0.113372	0.141274	0.116279	0.0106383	0.0564784	0.0982659	0.0779944	0.109195	0.0606936	0.0359281	0.0272109
MWI030																																																																																																						0.1	0.0217391	0.0278746	0.0503778	0.0928571	0.0870787	0.0466667	0.0791557	0.0948905	0.0900901	0.0681818	0.141827	0.089172	0.0751634	0.0840841	0.052356	0.0698254	0.110236	0.0520833	0.0735294	0.0485437
MWI038																																																																																																							0.0679157	0.0342466	0.0980392	0.117371	0.0785908	0.0504732	0.103448	0.0779221	0.102339	0.110825	0.123077	0.0928793	0.027027	0.0668693	0.102094	0.0368421	0.143603	0.095122	0.0798969	0.0167785
MWI046																																																																																																								-0.00657895	0.014218	0.0889371	0.0298507	0.00311526	0.0731132	0.0561798	0.0560224	0.0606742	0.106818	0.0680473	0	0.0702703	0.0149626	0.047619	0.0448878	0.0144231	0.040724	0.0267062
MWI054																																																																																																									0.018315	0.0272109	0.0424028	-0.0187266	-0.00377358	0.0215827	0.0848057	0.043956	0.0627178	0.0568182	-0.00369004	0.0332103	0.0182482	0.0236486	0.0666667	0.034965	0.0515464	-0.00746269
MWI063																																																																																																										0.0692124	0.0820513	0.0233333	0.100737	0.0634146	0.0924855	0.0688776	0.136986	0.113497	-0.0326087	0.0860534	0.0918114	0.0763723	0.106494	0.0698795	0.062954	0.0342466
MWI073																																																																																																											0.0890585	0.0541401	0.114355	0.0731132	0.0940171	0.106635	0.117788	0.152299	0.0397351	0.138889	0.117506	0.0932401	0.125	0.0680751	0.0749415	0.0438871
UTSC																																																																																																												0.0436242	0.0923913	0.0773196	0.0820669	0.0813008	0.129114	0.11039	0.0280702	0.0873494	0.0964187	0.0572917	0.126984	0.0630137	0.078125	0.0340136
MWI004																																																																																																													0.024055	0.0636943	0.0218978	0.0664452	0.0457516	0.0714286	0.00361011	0.0594406	-0.00699301	-0.0033557	0.0521173	0.003367	0.038961	0.00355872
MWI015																																																																																																														0.0982368	0.130178	0.0901857	0.154229	0.0313589	0	0.143695	0.0467033	0.0959596	0.103448	0.0445026	0.0450928	0.0304054
MWI023																																																																																																															0.132022	0.103614	0.116822	0.12844	0	0.140056	0.0933661	0.0249377	0.10733	0.0554217	0.0778589	0.0262295
MWI031																																																																																																																0.117994	0.137427	0.0899654	0.0472727	0.130159	0.111782	0.08	0.0969697	0.0579268	0.0600601	0.0179211
MWI039																																																																																																																	0.10199	0.122977	0.070922	0.097561	0.0721649	0.0544554	0.111959	0.121429	0.0703883	0.0553746
MWI047																																																																																																																		0.158537	0.0726644	0.141141	0.116883	0.0859951	0.128947	0.0884521	0.0983213	0.0961538
MWI055																																																																																																																			0.032967	0.108108	0.0491803	0.0543131	0.115756	0.0838509	0.0917722	0.0706714
MWI066																																																																																																																				0.0821918	0.0418118	0.0133333	0.0412371	0.0273038	0.0307167	0.0111111
MWI074																																																																																																																					0.0733945	0.0962099	0.140351	0.106825	0.0780781	0.0816327
MWI005																																																																																																																						0.0532995	0.0972973	0.0678392	0.047619	0.0333333
MWI024																																																																																																																							0.0953608	0.0454545	0.0653753	0.01
MWI032																																																																																																																								0.0840108	0.0878553	0.0746753
MWI040																																																																																																																									0.044226	0.0331126
MWI048																																																																																																																										0.0033557

# Fst' Means
	67	79	40	47	2	12	13	18	30	20	28	19	4	21	17	51	7	56	57	27	49	77	39	1	6	72	23	36	62	45	16	46	61	68	29	14	42	3	31	15	9	11	64	69	35	8	5	74	41	MWI067	MWI075	MWI007	MWI016	MWI025	MWI033	MWI041	MWI049	MWI058	MWI068	MWI076	26	MWI008	MWI017	MWI026	MWI034	MWI042	MWI050	MWI059	MWI069	MWI077	MWI009	MWI018	MWI027	MWI035	MWI043	MWI051	MWI060	MWI070	MWI078	MWI010	MWI019	MWI028	MWI036	MWI044	MWI052	MWI061	MWI071	MWI079	MWI001	MWI011	MWI020	MWI029	MWI045	MWI053	MWI062	MWI072	MWI080	MWI003	MWI014	MWI022	MWI030	MWI038	MWI046	MWI054	MWI063	MWI073	UTSC	MWI004	MWI015	MWI023	MWI031	MWI039	MWI047	MWI055	MWI066	MWI074	MWI005	MWI024	MWI032	MWI040	MWI048	MWI056
67		0.0526571	0.057756	0.079867	0.0490438	0.0746541	0.0952426	0.0677864	0.08326	0.0619645	0.0873026	0.0741096	0.0672569	0.0969856	0.0889365	0.0938301	0.064628	0.0836091	0.062886	0.097909	0.0831875	0.0879593	0.066201	0.0877958	0.0576444	0.0687539	0.0982027	0.0830532	0.0686409	0.0568011	0.102887	0.0796974	0.0958799	0.0859645	0.0940781	0.0566278	0.109661	0.0931696	0.0507492	0.072766	0.0694806	0.0865809	0.0780997	0.0862316	0.0717676	0.0746298	0.0569708	0.104631	0.0830687	0.11136	0.09623	0.0962167	0.118308	0.116923	0.0824463	0.092988	0.0796125	0.101071	0.0800332	0.097666	0.0550744	0.0866286	0.0784995	0.077208	0.0972089	0.0778779	0.103368	0.103606	0.0910881	0.0991079	0.0761004	0.0689507	0.0512814	0.0669472	0.0980906	0.0790079	0.081753	0.0578461	0.0862957	0.11504	0.0967654	0.117437	0.0764978	0.0848549	0.0880564	0.0592835	0.0955707	0.0870787	0.0694186	0.0835741	0.0763807	0.0745067	0.00559337	0.047135	0.0696465	0.0831591	-0.0186576	0.0909511	0.0711227	0.107189	0.0882766	0.117968	0.102287	0.069874	0.0925483	0.103932	0.104617	0.0503303	0.0664627	0.0979294	0.0833349	0.0761884	0.0855643	0.075838	0.0460817	0.119565	0.0914527	0.0900901	0.0934867	0.0582832	0.0922581	0.0700621
79			0.02362	0.0338041	0.0176783	0.0412717	0.0531222	0.0210355	0.0403233	0.0158762	0.0404639	0.0417792	0.0232842	0.0474012	0.0488396	0.0395677	0.0334904	0.0543104	0.0254078	0.0540879	0.0428825	0.0409119	0.0151936	0.0426027	0.0242899	0.0329032	0.0339849	0.0379374	0.0335867	0.00851268	0.0221066	0.0428317	0.0487235	0.0440748	0.0448047	0.0239254	0.0589935	0.0482091	0.0249708	0.0249749	0.0264495	0.041187	0.0336877	0.0334476	0.0324609	0.0471653	0.0232823	0.0363395	0.0176422	0.0362088	0.0153607	0.0297276	0.0500887	0.0425136	0.0248886	0.0259052	0.0238393	0.038294	0.0349969	0.044398	0.0151804	0.0280424	0.0215383	0.00828099	0.0170818	0.0275845	0.0336408	0.0363552	0.0185376	0.0264329	0.0163853	0.0228073	-0.0149565	0.0355219	0.0419496	0.0306779	0.0147599	0.01092	0.0136948	0.059428	0.0279394	0.0342236	0.0108121	0.0179588	0.0245047	0.0011894	0.0333772	0.0302337	0.0224225	0.0294723	-0.00109421	0.0137594	-0.00862037	0.00408958	0.0163317	0.0373757	0.0549515	0.015875	0.0247632	0.0337819	0.0302927	0.0246585	0.032901	0.00953706	0.0221231	0.0363503	0.0302077	0.00561238	0.032001	0.0197062	0.0361814	0.0214014	0.04053	0.0370889	0.0167251	0.0376293	0.0304861	0.0257243	0.0394832	0.0197256	0.0221173	0.010492
40				0.031938	0.0238629	0.0420499	0.0476004	0.0276738	0.046449	0.0207319	0.0452038	0.0449206	0.031795	0.0560049	0.0521159	0.0442329	0.0349774	0.0464927	0.0171563	0.0539967	0.0425705	0.0536998	0.0222023	0.0527211	0.0161655	0.0399663	0.0263409	0.0368257	0.0356565	0.0102123	-0.00548781	0.0378689	0.0486945	0.0449199	0.0453615	0.0247076	0.0671541	0.0554559	0.018997	0.029836	0.0340362	0.0392809	0.0349138	0.0457305	0.0341457	0.0471998	0.0248896	0.0504405	0.019602	0.04414	0.0194338	0.0331494	0.0551827	0.041093	0.0110501	-0.00342996	-0.00195994	0.0173002	0.0467684	0.042907	0.0320716	0.0200314	0.0297762	0.00431778	0.0290297	0.00688174	0.0183594	0.031449	0.00814459	0.0280026	-0.00519901	0.0117473	-0.0287535	0.00352349	0.0336575	0.00682341	0.0033005	0.00833787	0.0228458	0.0619256	0.0445236	0.0398094	0.0227804	0.0215356	0.0286574	-0.0166238	0.023087	0.0107051	0.0428384	0.0331271	0.0131953	0.00254404	-0.0274296	-0.0185553	0.0172279	0.0427119	0.0432183	0.019337	0.0117267	0.0270073	0.0283787	0.0448326	0.0179817	-0.00498144	0.0137156	0.0273429	0.0254072	0.0118409	0.0259608	0.0271038	0.0393079	0.0359741	0.042806	0.0115213	0.00993796	0.0432518	0.0226651	0.0197901	0.0378454	0.00555306	0.018544	-0.00290855
47					0.0370358	0.052584	0.065242	0.0475476	0.0560272	0.0288295	0.0572489	0.0641044	0.0355668	0.0644786	0.0604495	0.0618565	0.0497659	0.0629175	0.0398517	0.075322	0.054391	0.0548562	0.0347007	0.0634717	0.0415843	0.0531118	0.0493813	0.0444053	0.0594414	0.0270748	0.0434726	0.0521382	0.0625483	0.0559782	0.0519264	0.0372276	0.0807487	0.0625861	0.0321903	0.0428732	0.0554289	0.0598365	0.0456795	0.0653268	0.0515939	0.0681013	0.0380183	0.0578258	0.0444677	0.071187	0.0547672	0.0546165	0.0837345	0.0715714	0.0550749	0.048298	0.0492223	0.0650093	0.0489406	0.0580264	0.0391245	0.046133	0.0639735	0.0224534	0.0497347	0.0609635	0.0744778	0.0573739	0.0672927	0.0699277	0.0399331	0.0586993	0.00763603	0.0665948	0.0530277	0.0548417	0.0424717	0.047392	0.0569157	0.0694602	0.0665539	0.0835451	0.036849	0.049763	0.0570608	0.0145393	0.0605448	0.0569606	0.0612113	0.0532727	0.0389296	0.0574276	0.0119651	0.0394943	0.0441751	0.0659539	0.0883005	0.0454345	0.0389748	0.0643952	0.0696486	0.0693913	0.0655999	0.0256843	0.0452502	0.0513668	0.0532882	0.036013	0.0542266	0.0563745	0.0586973	0.0584098	0.0685207	0.0612056	0.0320751	0.0576869	0.0416995	0.0516592	0.0702272	0.0324138	0.0577334	0.0232516
2						0.0393667	0.0453361	0.0261896	0.0428006	0.0116124	0.0414638	0.0387279	0.0263583	0.0486469	0.0433662	0.0460107	0.0262829	0.0439342	0.0213152	0.0347182	0.0355338	0.0490963	0.0201903	0.0449177	0.0180393	0.0323209	0.0320383	0.0386798	0.0325319	0.0106704	0.0187742	0.0345646	0.0424436	0.0460468	0.0479635	0.0243981	0.0553056	0.0455577	0.0226603	0.0289432	0.0308739	0.0377677	0.0347818	0.0418329	0.0344898	0.0395108	0.0214631	0.0423889	0.0350922	0.0311671	0.0243362	0.0385634	0.0523724	0.0363287	0.0173927	0.0151382	0.0269776	0.025298	0.0405974	0.0381604	0.0123311	0.0175546	0.0254468	0.0112532	0.0320726	0.0226614	0.0189888	0.0360905	0.0190971	0.0434157	0.0147406	0.0226143	-0.0140811	0.00907269	0.0381045	0.0222188	0.0264963	0.00993993	0.0150577	0.0573797	0.0313164	0.0436716	0.0260636	0.025627	0.0211877	-0.00555195	0.0255408	0.0262049	0.0329738	0.039857	0.0157712	0.0111493	-0.00900475	0.00465496	0.013058	0.0410748	0.0425275	0.0170542	0.0196438	0.0360822	0.0410356	0.0276347	0.0243259	0.00670552	0.0144467	0.0285942	0.0274739	0.0183446	0.0300597	0.0291869	0.0280234	0.0303136	0.0424531	0.0314888	0.00407871	0.0288349	0.024785	0.033118	0.0384281	0.0198216	0.0160196	0.0158211
12							0.0514328	0.0480846	0.0594928	0.0419782	0.0617817	0.0638894	0.0414251	0.072611	0.0596531	0.0603154	0.0480111	0.0687073	0.037572	0.0734411	0.0594759	0.0685649	0.0337414	0.067634	0.0378708	0.0488943	0.0717227	0.0569462	0.0537562	0.0175782	0.0455045	0.0589943	0.0662721	0.0645493	0.0704771	0.0385298	0.0746709	0.0661772	0.0365464	0.0522628	0.0399563	0.0546328	0.0493743	0.0553037	0.0525706	0.0653007	0.0421964	0.0720619	0.0491925	0.0659981	0.0392847	0.0538809	0.105559	0.0815778	0.0646638	0.0529255	0.0725858	0.0608207	0.0562941	0.0598576	0.0534517	0.0500002	0.0540653	0.015588	0.0695528	0.0719028	0.0797449	0.0668702	0.0449135	0.0704041	0.0557653	0.0446778	0.00589805	0.0599877	0.0775779	0.0570619	0.0477588	0.0319405	0.0550478	0.0744017	0.0671925	0.096931	0.0482017	0.0461805	0.0454462	0.0303681	0.0623898	0.0579486	0.0651642	0.0715722	0.0682868	0.037035	0.0260711	0.0445331	0.0426275	0.0592008	0.0902983	0.0436563	0.0521939	0.0641788	0.0636947	0.0911935	0.0643777	0.0714315	0.039376	0.0517034	0.0627981	0.0424801	0.0519605	0.0625886	0.0796761	0.0494448	0.0711915	0.086952	0.0422225	0.0909121	0.0622204	0.0572089	0.0814534	0.0343317	0.036037	0.0440516
